O*NET-SOC Code	Example	Commodity Code	Commodity Title
11-9039.02	Automated external defibrillators AED	42172101	Automated external defibrillators AED or hard paddles
11-9039.02	Automatic blood pressure cuffs	42181602	Electronic blood pressure units
11-9039.02	Body fat calipers	42182704	Skinfold calipers
11-9039.02	Computer laser printers	43212105	Laser printers
11-9039.02	Elliptical trainers	49201516	Cross trainers
11-9039.02	Emergency medical aid kits	42172001	Emergency medical services first aid kits
11-9039.02	Exercise treadmills	49201501	Treadmills
11-9039.02	Free weights	49201606	Fitness weights
11-9039.02	Height measurement rulers	42182703	Patient height rulers
11-9039.02	Laptop computers	43211503	Notebook computers
11-9039.02	Lower body weight machines	49201603	Lower body resistance machines
11-9039.02	Manual blood pressure cuffs	42181603	Mercury blood pressure units
11-9039.02	Measuring tapes	27111801	Tape measures
11-9039.02	Personal computers	43211508	Personal computers
11-9039.02	Stationary exercise bicycles	49201503	Stationary bicycles
11-9039.02	Teleconferencing equipment	43221522	Teleconference equipment
11-9039.02	Upper body weight machines	49201605	Upper body resistance machines
11-9039.02	Weight measurement scales	41111508	Bodyweight measuring scales
11-9041.00	Desktop computers	43211507	Desktop computers
11-9041.00	Drawing tablets	43211712	Graphics tablets
11-9041.00	Notebook computers	43211503	Notebook computers
11-9041.00	Personal computers	43211508	Personal computers
11-9041.00	Personal digital assistants PDA	43211504	Personal digital assistant PDAs or organizers
11-9041.00	Scanners	43211711	Scanners
11-9041.00	Tablet computers	43211509	Tablet computers
11-9041.01	Absorption equipment	47101503	Carbon filtration equipment
11-9041.01	Autosamplers	41115714	Autosamplers
11-9041.01	Bioreactors	41104307	Microbiology fermentation equipment
11-9041.01	Biosafety cabinets	41103507	HEPA filtered enclosures
11-9041.01	Desktop computers	43211507	Desktop computers
11-9041.01	Dissolved oxygen monitors	41115611	Dissolved oxygen meters
11-9041.01	Distillation equipment	41104802	Bi distillation units
11-9041.01	Extraction equipment	41104806	Extracting equipment for laboratories
11-9041.01	Fermentation systems	41104301	Standard fermentation units
11-9041.01	Flocculators	47101512	Mixers or agitators
11-9041.01	Flow indicators	41111931	Flow sensors
11-9041.01	Forced convection incubators	41104402	Forced air or mechanical convection general purpose incubators
11-9041.01	Gas chromatograph mass spectrometers GC-MS	41115404	Mass spectrometers
11-9041.01	Gas chromatographs GC	41115703	Gas chromatographs
11-9041.01	Gel electrophoresis equipment	41105314	Gel documentation systems
11-9041.01	Glass flasks	41121804	Laboratory flasks
11-9041.01	High pressure liquid chromatographs HPLC	41115707	High pressure liquid chromatograph chromatography
11-9041.01	Inverted compound microscopes	41111712	Inverted microscopes
11-9041.01	Laptop computers	43211503	Notebook computers
11-9041.01	Level indicators	41111938	Level sensors or transmitters
11-9041.01	Mass spectrometers	41115404	Mass spectrometers
11-9041.01	Orbital incubating shakers	41104405	Shaking incubators
11-9041.01	Personal computers	43211508	Personal computers
11-9041.01	pH indicators	41115603	pH meters
11-9041.01	Polymerase chain reaction PCR equipment	41106312	Rapid amplification or complementary deoxyribonucleic acid ends RACE technology products
11-9041.01	Pressure indicators	41112403	Pressure indicators
11-9041.01	Safety glasses	46181802	Safety glasses
11-9041.01	Safety gloves	46181504	Protective gloves
11-9041.01	Spectrophotometers	41115406	Spectrophotometers
11-9041.01	Temperature probes	41112210	Remote reading thermometers
11-9041.01	Top-loading autoclaves	42281508	Steam autoclaves or sterilizers
11-9051.00	Computerized cash registers	44101804	Cash registers
11-9051.00	Laser printers	43212105	Laser printers
11-9051.00	Notebook computers	43211503	Notebook computers
11-9051.00	Personal computers	43211508	Personal computers
11-9051.00	Personal digital assistants PDA	43211504	Personal digital assistant PDAs or organizers
11-9061.00	Airbrushing devices	60121253	Art airbrushes
11-9061.00	Arterial tubes	42262004	Embalming injecting tubes
11-9061.00	Body bridges	42261703	Autopsy tables or accessories
11-9061.00	Cannula sets	42142402	Medical suction cannulas or tubes or accessories
11-9061.00	Casket carriages	42261809	Cadaver lifter or transfer devices
11-9061.00	Casket lowering devices	42261809	Cadaver lifter or transfer devices
11-9061.00	Centrifugal force pumps	40151503	Centrifugal pumps
11-9061.00	Chemical pillows	47131908	Absorbent pillows
11-9061.00	Compaction tampers	22101507	Tampers
11-9061.00	Cremation stands	42261802	Cadaver carriers
11-9061.00	Curved suture needles	42312206	Suture needles
11-9061.00	Dump trailers	25181701	Container trailers
11-9061.00	Electric mortuary aspirators	42262104	Mortuary aspirators
11-9061.00	Embalming machines	40151564	Chemical pumps
11-9061.00	Embalming tables	42261703	Autopsy tables or accessories
11-9061.00	Funeral church trucks	42261809	Cadaver lifter or transfer devices
11-9061.00	Head blocks	42261604	Autopsy head rests
11-9061.00	Hearses	25101506	Limousines
11-9061.00	Hydro-electric aspirators	42262104	Mortuary aspirators
11-9061.00	Hypodermic syringes	42142609	Medical syringe with needle
11-9061.00	Jugular drain tubes	42262002	Embalming vein drainage tubes
11-9061.00	Ligators	42291802	Surgical clamps or clips or forceps or accessories
11-9061.00	Local exhaust ventilation LEV systems	40101502	Air exhausters
11-9061.00	Mausoleum lifts	42261809	Cadaver lifter or transfer devices
11-9061.00	Monument lifts	22101803	Articulating boom lift
11-9061.00	Mortuary bier pins	31162407	Latch
11-9061.00	Mortuary cots	42261802	Cadaver carriers
11-9061.00	Mortuary dressing tables	42261703	Autopsy tables or accessories
11-9061.00	Mortuary lift systems	42261809	Cadaver lifter or transfer devices
11-9061.00	Mortuary operating tables	42261703	Autopsy tables or accessories
11-9061.00	Mortuary roller systems	24101701	Conveyor roller
11-9061.00	Mortuary vans	25101505	Minivans or vans
11-9061.00	Mouth formers	42262102	Mortuary packs
11-9061.00	Needle injector guns	42262007	Embalming injector needles
11-9061.00	Nitrile gloves	46181504	Protective gloves
11-9061.00	Numbering machines	44102402	Dating or numbering machines
11-9061.00	Pallbearer casket carriages	42261809	Cadaver lifter or transfer devices
11-9061.00	Passenger vehicles	25101503	Automobiles or cars
11-9061.00	Personal computers	43211508	Personal computers
11-9061.00	Personal protective equipment	46181509	Hazardous material protective apparel
11-9061.00	Protective latex gloves	46181504	Protective gloves
11-9061.00	Respirators	46182002	Respirators
11-9061.00	Scalpels	42261505	Autopsy knives or blades
11-9061.00	Sink covers	42262005	Embalming sinks or accessories
11-9061.00	Trocars	42291620	Surgical trocars for general use or accessories
11-9061.00	Vault lowering devices	42261809	Cadaver lifter or transfer devices
11-9061.00	Viscera bags	42261607	Autopsy specimen bags or containers
11-9071.00	10-key calculators	44101809	Desktop calculator
11-9071.00	Desktop computers	43211507	Desktop computers
11-9071.00	Laptop computers	43211503	Notebook computers
11-9071.00	Multi-line telephone systems	43191507	Special purpose telephones
11-9071.00	Personal computers	43211508	Personal computers
11-9071.00	Security alarm systems	46171604	Alarm systems
11-9071.00	Two way radios	43191510	Two way radios
11-9071.00	Video surveillance systems	46171612	Video monitors
11-9081.00	10-key calculators	44101809	Desktop calculator
11-9081.00	Cash registers	44101804	Cash registers
11-9081.00	Credit card processing machines	43211702	Magnetic stripe readers and encoders
11-9081.00	Desktop computers	43211507	Desktop computers
11-9081.00	Handheld computers	43211715	Portable data input terminals
11-9081.00	Laptop computers	43211503	Notebook computers
11-9081.00	Multi-line telephone systems	43191507	Special purpose telephones
11-9081.00	Personal computers	43211508	Personal computers
11-9081.00	Private automatic branch exchange PABX systems	43221504	Premise branch exchange PBX systems
11-9081.00	Voice mail systems	43221519	Voice mail systems
11-9111.00	Desktop computers	43211507	Desktop computers
11-9111.00	Laptop computers	43211503	Notebook computers
11-9111.00	Personal computers	43211508	Personal computers
11-9111.00	Scanners	43211711	Scanners
11-9121.00	Color plotters	43212107	Plotter printers
11-9121.00	Desktop computers	43211507	Desktop computers
11-9121.00	Laptop computers	43211503	Notebook computers
11-9121.00	Liquid crystal display LCD video projectors	45111614	Liquid crystal display projector
11-9121.00	Personal computers	43211508	Personal computers
11-9121.00	Universal serial bus USB flash drives	43201813	High capacity removable media drives
11-9121.01	Digital video equipment	45121516	Digital camcorders or video cameras
11-9121.01	Laptop computers	43211503	Notebook computers
11-9121.01	Laser facsimile machines	44101508	Laser fax machine
11-9121.01	Personal computers	43211508	Personal computers
11-9121.01	Photocopiers	44101501	Photocopiers
11-9121.01	Smartphones	43191501	Mobile phones
11-9121.02	Automated water sampling equipment	41104007	Water samplers
11-9121.02	Binocular light compound microscopes	41111709	Binocular light compound microscopes
11-9121.02	Chlorine testers	41113117	Single gas monitors
11-9121.02	Desktop computers	43211507	Desktop computers
11-9121.02	Digital pH meters	41115603	pH meters
11-9121.02	Dissolved oxygen indicators	41115611	Dissolved oxygen meters
11-9121.02	Global positioning system GPS receivers	52161518	Global positioning system GPS receiver
11-9121.02	Grab samplers	41113909	Soil core sampling apparatus
11-9121.02	Gravitational field indicators	41113808	Gravimeters
11-9121.02	Laptop computers	43211503	Notebook computers
11-9121.02	Laser facsimile machines	44101508	Laser fax machine
11-9121.02	Mobile radios	43191510	Two way radios
11-9121.02	Multi-line telephone systems	43191507	Special purpose telephones
11-9121.02	Multiparameter water probes	41113319	Water analyzers
11-9121.02	Nitrate meters	41113322	Nitrogen or nitrate or nitrite analyzer
11-9121.02	Nitrite meters	41113322	Nitrogen or nitrate or nitrite analyzer
11-9121.02	Personal computers	43211508	Personal computers
11-9121.02	Plankton nets	21111504	Commercial fishing nets
11-9121.02	Rain gauges	41114405	Rainfall recorders
11-9121.02	Seines	21111504	Commercial fishing nets
11-9121.02	Stream flow gauges	41114301	Open stream current meters
11-9121.02	Temperature gauges	41112222	Temperature gauge
11-9121.02	Titrators	41115602	Titration equipment
11-9121.02	Total dissolved solids TDS meters	41104007	Water samplers
11-9121.02	Total stations	41114204	Theodolites
11-9121.02	Turbidimeters	47101516	Turbidimeters
11-9121.02	Water conductivity testers	41115609	Conductivity meters
11-9121.02	Water flow meters	41111931	Flow sensors
11-9121.02	Water quality test kits	41113319	Water analyzers
11-9121.02	Water samplers	41104007	Water samplers
11-9131.00	Barcode scanners	43211701	Bar code reader equipment
11-9131.00	Computer data input scanners	43211711	Scanners
11-9131.00	Computer laser printers	43212105	Laser printers
11-9131.00	Credit card machines	43211702	Magnetic stripe readers and encoders
11-9131.00	Date stamps	44103202	Time stamping machines
11-9131.00	Digital postal scales	41111510	Postal scales
11-9131.00	Electronic cash registers	44101804	Cash registers
11-9131.00	Mail delivery trucks	25101604	Delivery trucks
11-9131.00	Mail sorting equipment	44102502	Sorters
11-9131.00	Measuring tapes	27111801	Tape measures
11-9131.00	Multiline telephone systems	43191507	Special purpose telephones
11-9131.00	Personal computers	43211508	Personal computers
11-9131.00	Point of sale POS computer terminals	43211505	Point of sale POS terminal
11-9131.00	Postage canceling machines	44102104	Stamp canceling machines
11-9131.00	Postage meters	44102101	Franking or postage machines
11-9131.00	Postage validation imprinters	44102101	Franking or postage machines
11-9131.00	Security alarm systems	46171604	Alarm systems
11-9131.00	Tablet computers	43211509	Tablet computers
11-9131.00	Time clocks	44103207	Time card or time clock machine accessories
11-9131.00	Video monitoring systems	46171612	Video monitors
11-9131.00	Warning flares	39111714	Signal Flare
11-9141.00	10-key calculators	44101809	Desktop calculator
11-9141.00	Computer laser printers	43212105	Laser printers
11-9141.00	Desktop computers	43211507	Desktop computers
11-9141.00	Digital cameras	45121504	Digital cameras
11-9141.00	Golf carts	25101904	Golf carts
11-9141.00	Handheld calculators	44101807	Pocket calculator
11-9141.00	Laptop computers	43211503	Notebook computers
11-9141.00	Laser facsimile machines	44101508	Laser fax machine
11-9141.00	Lenel Onguard	46171619	Security or access control systems
11-9141.00	Multi-line telephone systems	43191507	Special purpose telephones
11-9141.00	Personal computers	43211508	Personal computers
11-9141.00	Photocopiers	44101501	Photocopiers
11-9141.00	Scanners	43211711	Scanners
11-9141.00	Smartphones	43191501	Mobile phones
11-9141.00	Step ladders	30191501	Ladders
11-9141.00	Two way radios	43191510	Two way radios
11-9141.00	Video surveillance cameras	45121516	Digital camcorders or video cameras
11-9151.00	10-key calculators	44101809	Desktop calculator
