O*NET-SOC Code	Example	Commodity Code	Commodity Title	Hot Technology
15-1131.00	Atlassian JIRA	43232201	Content workflow software	Y
15-1131.00	AWK	43232402	Development environment software	N
15-1131.00	B-Method	43232402	Development environment software	N
15-1131.00	Backbone.js	43232408	Web platform development software	Y
15-1131.00	Bash	43233004	Operating system software	Y
15-1131.00	Basis BBx VisualPRO/5	43232404	Graphical user interface development software	N
15-1131.00	Beginner's all-purpose symbolic instruction code BASIC	43232402	Development environment software	N
15-1131.00	Bentley MicroStation	43232604	Computer aided design CAD software	Y
15-1131.00	Bigloo Scheme	43232402	Development environment software	N
15-1131.00	Bourne Shell	43233004	Operating system software	N
15-1131.00	C	43232402	Development environment software	N
15-1131.00	C#	43232405	Object or component oriented development software	Y
15-1131.00	C++	43232405	Object or component oriented development software	Y
15-1131.00	CA Erwin Data Modeler	43232310	Metadata management software	N
15-1131.00	Call-processing language CPL	43232402	Development environment software	N
15-1131.00	Cascading Style Sheets CSS	43232408	Web platform development software	Y
15-1131.00	CAST SQL Builder	43232304	Data base management system software	N
15-1131.00	Chef	43232401	Configuration management software	N
15-1131.00	Citrix	43232901	Access software	Y
15-1131.00	Clipper	43232402	Development environment software	N
15-1131.00	Code generator software	43232409	Compiler and decompiler software	N
15-1131.00	Code munger software	43232402	Development environment software	N
15-1131.00	CoffeeCup The HTML Editor	43232107	Web page creation and editing software	N
15-1131.00	Collaborative Application Markup Language CAML	43232405	Object or component oriented development software	N
15-1131.00	Command interpreters	43232409	Compiler and decompiler software	N
15-1131.00	Common business oriented language COBOL	43232402	Development environment software	Y
15-1131.00	Common Lisp Object System CLOS	43232405	Object or component oriented development software	N
15-1131.00	Compilers	43232409	Compiler and decompiler software	N
15-1131.00	Computer aided design and drafting CADD software	43232604	Computer aided design CAD software	Y
15-1131.00	Computer Associates integrated data management system CA-IDMS	43232304	Data base management system software	N
15-1131.00	Computer On-line Real-time Applications Language CORAL 66	43232402	Development environment software	N
15-1131.00	Confluence	43231507	Project management software	Y
15-1131.00	Corel CorelDraw Graphics Suite	43232102	Graphics or photo imaging software	N
15-1131.00	Customer information control system CICS	43232313	Transaction server software	N
15-1131.00	Dassault Systemes CATIA	43232604	Computer aided design CAD software	Y
15-1131.00	Data definition language DDL	43232304	Data base management system software	N
15-1131.00	Data entry software	43232306	Data base user interface and query software	Y
15-1131.00	Data manipulation language DML	43232304	Data base management system software	N
15-1131.00	dBASE Plus	43232306	Data base user interface and query software	N
15-1131.00	Debugging software	43232406	Program testing software	N
15-1131.00	Decompilers	43232409	Compiler and decompiler software	N
15-1131.00	Delphi Technology	43231604	Financial analysis software	N
15-1131.00	Django	43232408	Web platform development software	Y
15-1131.00	Docker	43232701	Application server software	Y
15-1131.00	Drupal	43232408	Web platform development software	Y
15-1131.00	Dynamic hypertext markup language DHTML	43232408	Web platform development software	N
15-1131.00	E++ pattern language	43232405	Object or component oriented development software	N
15-1131.00	Eclipse IDE	43232402	Development environment software	Y
15-1131.00	Eiffel	43232405	Object or component oriented development software	N
15-1131.00	Elasticsearch	43232304	Data base management system software	Y
15-1131.00	Embarcadero Delphi	43232405	Object or component oriented development software	N
15-1131.00	Emerald Software Group Emerald Green Office	43232201	Content workflow software	N
15-1131.00	Enterprise JavaBeans	43232408	Web platform development software	N
15-1131.00	Epic Systems	43232610	Medical software	Y
15-1131.00	ESRI ArcGIS software	43233506	Map creation software	Y
15-1131.00	Event-driven State-machines Programming	43232402	Development environment software	N
15-1131.00	Ext JS	43232408	Web platform development software	N
15-1131.00	Extensible HyperText Markup Language XHTML	43232408	Web platform development software	N
15-1131.00	Extensible markup language XML	43232403	Enterprise application integration software	Y
15-1131.00	Extensible stylesheet language XSL	43232403	Enterprise application integration software	N
15-1131.00	FileMaker Pro	43232306	Data base user interface and query software	N
15-1131.00	Formula translation/translator FORTRAN	43232402	Development environment software	N
15-1131.00	Forth	43232402	Development environment software	N
15-1131.00	Gambit Scheme	43232402	Development environment software	N
15-1131.00	Geographic information system GIS software	43233506	Map creation software	Y
15-1131.00	Git	43232203	File versioning software	Y
15-1131.00	GitHub	43232701	Application server software	Y
15-1131.00	Go	43232402	Development environment software	Y
15-1131.00	Google Analytics	43232307	Data mining software	Y
15-1131.00	Google AngularJS	43232408	Web platform development software	Y
15-1131.00	Graphical user interfaces GUI	43232404	Graphical user interface development software	N
15-1131.00	Greatis Object Inspector	43232405	Object or component oriented development software	N
15-1131.00	Haskell	43232402	Development environment software	N
15-1131.00	Hewlett Packard HP-UX	43233004	Operating system software	N
15-1131.00	Hewlett Packard LoadRunner	43232406	Program testing software	N
15-1131.00	Hibernate ORM	43232311	Object oriented data base management software	N
15-1131.00	Human resource management software HRMS	43231505	Human resources software	N
15-1131.00	Hypertext markup language HTML	43232408	Web platform development software	Y
15-1131.00	IBM Cognos Impromptu	43232314	Business intelligence and data analysis software	Y
15-1131.00	IBM DB2	43232306	Data base user interface and query software	N
15-1131.00	IBM Domino	43232902	Communications server software	N
15-1131.00	IBM InfoSphere DataStage	43232403	Enterprise application integration software	N
15-1131.00	IBM Notes	43233501	Electronic mail software	Y
15-1131.00	IBM Power Systems software	43233701	Enterprise system management software	N
15-1131.00	IBM Rational ClearCase	43232401	Configuration management software	N
15-1131.00	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
15-1131.00	IBM WebSphere	43232403	Enterprise application integration software	Y
15-1131.00	ICON programming language	43232402	Development environment software	N
15-1131.00	IEA Software Emerald	43232306	Data base user interface and query software	N
15-1131.00	Incremental compiler software	43232409	Compiler and decompiler software	N
15-1131.00	Inline code expander software	43232409	Compiler and decompiler software	N
15-1131.00	Integrated development environment IDE software	43232402	Development environment software	Y
15-1131.00	Interface definition language IDL	43232402	Development environment software	N
15-1131.00	Interpreter software	43232409	Compiler and decompiler software	N
15-1131.00	Interstate connection ICON	43232402	Development environment software	N
15-1131.00	J	43232402	Development environment software	N
15-1131.00	JavaScript	43232408	Web platform development software	Y
15-1131.00	JavaScript Object Notation JSON	43232408	Web platform development software	Y
15-1131.00	Job control language JCL	43233004	Operating system software	N
15-1131.00	jQuery	43232405	Object or component oriented development software	Y
15-1131.00	JUnit	43232406	Program testing software	Y
15-1131.00	Jupyter Notebook	43232405	Object or component oriented development software	N
15-1131.00	Just-in-time compiler	43232409	Compiler and decompiler software	N
15-1131.00	KornShell	43233004	Operating system software	N
15-1131.00	LAMP Stack	43232408	Web platform development software	N
15-1131.00	Linux	43233004	Operating system software	Y
15-1131.00	List processing language LISP	43232402	Development environment software	N
15-1131.00	Logo	43232402	Development environment software	N
15-1131.00	Low-level debugger software	43232406	Program testing software	N
15-1131.00	McAfee	43233205	Transaction security and virus protection software	N
15-1131.00	Microsoft .NET Framework	43232402	Development environment software	Y
15-1131.00	Microsoft Access	43232306	Data base user interface and query software	Y
15-1131.00	Microsoft Active Server Pages ASP	43232408	Web platform development software	Y
15-1131.00	Microsoft ActiveX	43232405	Object or component oriented development software	N
15-1131.00	Microsoft ASP.NET	43232408	Web platform development software	Y
15-1131.00	Microsoft ASP.NET Core MVC	43232408	Web platform development software	Y
15-1131.00	Microsoft Azure	43232402	Development environment software	Y
15-1131.00	Microsoft Dynamics	43231602	Enterprise resource planning ERP software	Y
15-1131.00	Microsoft Dynamics GP	43231602	Enterprise resource planning ERP software	Y
15-1131.00	Microsoft ESP SDK	43232402	Development environment software	N
15-1131.00	Microsoft Excel	43232110	Spreadsheet software	Y
15-1131.00	Microsoft Exchange Server	43233501	Electronic mail software	Y
